Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access,lsa,Avg_Regional_Speed_Mbps,Subjective_Access_Score,Infrastructure_Efficiency
Meera,"Vels Institute of Science, Technology & Advanced ",Medical,4,Gemini,2.5,"Assignments, Coding Help",5,-1,No,Copilot,9,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Saanvi,Amity Global Business School ,Management,2,ChatGPT,2.6,"Assignments, Coding Help",1,3,Yes,ChatGPT,9,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Navya,Amity Global Business School ,Management,2,ChatGPT,2.6,"Assignments, Coding Help",1,3,Yes,ChatGPT,9,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Aarohi,Amity Global Business School ,Management,2,ChatGPT,2.6,"Assignments, Coding Help",1,3,Yes,ChatGPT,9,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Prisha,Amity Global Business School ,Management,2,ChatGPT,2.6,"Assignments, Coding Help",1,3,Yes,ChatGPT,9,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Ishita,Amity Global Business School ,Management,2,ChatGPT,2.6,"Assignments, Coding Help",1,3,Yes,ChatGPT,9,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Rakhi,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Ramya,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Sneha,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Divya,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Neha,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Pooja,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Kavya,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Aishwarya,"Presidency University, School of Management, Bangalore ",Management,2,"ChatGPT, Gemini, Copilot",3.8,Learning new topics,4,2,No,ChatGPT,5,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Shreya,Horticultural College and Research Institute ,Agriculture,1,"ChatGPT, Gemini, Copilot",1.6,"Exam Prep, Notes",3,2,No,Other,7,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Nandini,Indian Institute of Space Science and Technology ,Engineering,3,"Gemini, Midjourney",3.4,"MCQ Practice, Projects",2,-3,No,Other,7,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Aarav,Tilka Manjhi Bhagalpur University ,Commerce,3,"ChatGPT, Gemini, Copilot",2.2,Content Writing,5,3,No,Copilot,7,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Vivaan,"Shri Shikshayatan College, Kolkata ",Commerce,4,"ChatGPT, Gemini, Copilot",1.9,Content Writing,1,0,No,Gemini,6,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Aditya,"IIKM Business School, Chennai ",Management,3,ChatGPT,2.6,"MCQ Practice, Projects",5,-3,Yes,Copilot,5,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Vihaan,"Amity University, Mumbai ",Engineering,2,"ChatGPT, Copilot",2.8,"Doubt Solving, Resume Writing",1,-2,No,Other,1,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Arjun,Sri Guru Ram Das Institute of Dental ,Medical,4,"Gemini, Midjourney",2.8,Content Writing,4,-1,No,Copilot,7,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Sai,K L University ,Arts,2,ChatGPT,2.7,"Exam Prep, Notes",4,1,No,Copilot,10,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Reyansh,Garden City University ,Hotel-management,3,"ChatGPT, Gemini, Copilot",1.3,Learning new topics,2,-2,Yes,Gemini,6,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Ayaan,Institute of Management Study ,Hotel-management,4,"ChatGPT, Copilot",3.7,"Exam Prep, Notes",5,-2,Yes,Copilot,9,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Krishna,Sun International Institute for Tourism & Management- ,Hotel-management,2,"ChatGPT, Gemini, Copilot",2.5,"Exam Prep, Notes",2,3,No,ChatGPT,8,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Ishaan,"Directorate of Distance Education, University Of Kashmir, ",Commerce,4,Gemini,0.8,"Exam Prep, Notes",3,2,Yes,ChatGPT,8,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Rudra,"Lal Bahadur Shastri Government Degree College, Shimla ",Commerce,4,"Gemini, Midjourney",3.8,Content Writing,1,1,No,Gemini,6,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Dhruv,Punjab Engineering College University of Technology ,Science,3,"ChatGPT, Copilot",4.1,"Assignments, Coding Help",2,-2,Yes,ChatGPT,2,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Kabir,Punjab Engineering College University of Technology ,Science,3,"ChatGPT, Copilot",4.1,"Assignments, Coding Help",2,-2,Yes,ChatGPT,2,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Atharv,Punjab Engineering College University of Technology ,Science,3,"ChatGPT, Copilot",4.1,"Assignments, Coding Help",2,-2,Yes,ChatGPT,2,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Om,"Vinayakrao Patil Mahavidyalaya, Aurangabad ",Arts,2,"Gemini, Midjourney",1.5,Learning new topics,2,3,No,ChatGPT,9,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Anaya,SRM Institute of Technology ,Agriculture,2,"ChatGPT, Gemini, Copilot",3.4,"Exam Prep, Notes",5,2,Yes,Gemini,4,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Siya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Diya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Myra,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Aadhya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Riya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Pari,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Anika,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Ira,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Meera,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Saanvi,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Navya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Aarohi,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Prisha,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Ishita,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Rakhi,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Ramya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Sneha,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Divya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Neha,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Pooja,Andhra University ,Law,1,ChatGPT,1.6,"Doubt Solving, Resume Writing",3,-2,No,Other,9,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Kavya,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,"ChatGPT, Copilot",2.0,Learning new topics,3,0,No,ChatGPT,9,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Aishwarya,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,"ChatGPT, Copilot",2.0,Learning new topics,3,0,No,ChatGPT,9,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Shreya,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,"ChatGPT, Copilot",2.0,Learning new topics,3,0,No,ChatGPT,9,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Nandini,Osmania Medical College ,Medical,4,"ChatGPT, Gemini, Copilot",1.2,"Exam Prep, Notes",2,-1,No,Other,7,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Aarav,Sri Venkateswara College of Engineering and Technology ,Engineering,4,"ChatGPT, Copilot",1.0,Learning new topics,3,2,Yes,Gemini,9,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Vivaan,"J.C. Bose University Of Science And Technology, ",Science,1,ChatGPT,2.7,"MCQ Practice, Projects",1,1,Yes,Gemini,6,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Aditya,Maharshi Dayanand University ,Arts,3,Copilot,2.2,Learning new topics,2,0,No,Copilot,6,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Vihaan,"IEC Group of Institutions, Greater Noida ",Hotel-management,4,"ChatGPT, Gemini, Copilot",2.9,"MCQ Practice, Projects",1,1,Yes,Copilot,10,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Arjun,"PCTE Group of Institutes, Ludhiana ",Agriculture,1,"ChatGPT, Gemini, Copilot",0.8,"MCQ Practice, Projects",4,2,No,Copilot,1,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Sai,"St Bede's College, Shimla ",Science,1,"ChatGPT, Copilot",1.7,"Exam Prep, Notes",5,0,Yes,ChatGPT,1,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Reyansh,Jawaharlal Institute of Post Graduate Medical Education and Research ,Medical,4,ChatGPT,4.2,"MCQ Practice, Projects",4,3,No,Gemini,1,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Ayaan,"DAV College, Jalandhar ",Commerce,4,Gemini,3.8,"Exam Prep, Notes",3,0,Yes,Copilot,6,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Krishna,Nilamber Pitamber University ,Commerce,3,Gemini,2.2,"Doubt Solving, Resume Writing",3,3,No,Copilot,4,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Ishaan,Modern Vidya Niketan ,Commerce,2,ChatGPT,1.3,"Assignments, Coding Help",4,0,Yes,Gemini,9,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Rudra,"Govt Engineering College, Bilaspur ",Engineering,3,ChatGPT,3.2,"Doubt Solving, Resume Writing",1,0,No,Copilot,10,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Dhruv,"BH College, Barpeta ",Commerce,1,Copilot,3.6,"MCQ Practice, Projects",1,1,Yes,Other,10,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Kabir,"The Modern College, Imphal ",Science,1,Gemini,2.8,"Assignments, Coding Help",5,-1,Yes,Other,1,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Atharv,"KJ Somaiya Institute of Management, Mumbai ",Management,1,"ChatGPT, Gemini, Copilot",3.1,Content Writing,3,-3,Yes,Other,1,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Om,"LNCT Group of Colleges -[LNCT], Bhopal ",Medical,4,ChatGPT,2.0,Content Writing,1,-2,Yes,Other,7,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Anaya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Siya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Diya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Myra,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Aadhya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Riya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Pari,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Anika,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Ira,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Meera,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Saanvi,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Navya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Aarohi,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Prisha,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Ishita,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Rakhi,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Ramya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Sneha,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Divya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Neha,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Pooja,"Gaya College, Gaya ",Science,3,Gemini,1.2,Learning new topics,3,3,Yes,Gemini,7,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Kavya,"CMJ University, Ri-Bhoi ",Management,2,"ChatGPT, Copilot",0.7,"Assignments, Coding Help",2,-2,No,Gemini,2,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Aishwarya,Indian Institute of Horticultural Research ,Agriculture,1,Gemini,4.2,"Exam Prep, Notes",2,0,Yes,Gemini,8,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Shreya,"PWS College of Arts & Commerce, Nagpur ",Arts,2,"ChatGPT, Copilot",3.6,"Assignments, Coding Help",1,3,No,ChatGPT,5,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Nandini,"SRM University, Amaravathi ",Arts,2,Copilot,1.4,"Doubt Solving, Resume Writing",4,0,Yes,Gemini,10,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Aarav,Manav Bharti University ,Science,2,"Gemini, Midjourney",1.6,Content Writing,1,1,Yes,Copilot,1,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Vivaan,"Medi-Caps University, Indore ",Agriculture,1,"Gemini, Midjourney",0.9,"Assignments, Coding Help",2,-3,Yes,Other,8,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Aditya,"Indira Gandhi Technological And Medical Sciences University, Ziro ",Commerce,1,"Gemini, Midjourney",0.7,"Assignments, Coding Help",3,0,Yes,Copilot,4,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Vihaan,Garware Institute of Career Education and Development ,Agriculture,2,Copilot,1.6,"Assignments, Coding Help",2,-2,Yes,ChatGPT,2,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Arjun,Malla Reddy University ,Agriculture,2,"Gemini, Midjourney",2.7,"Exam Prep, Notes",5,0,Yes,ChatGPT,6,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Sai,Anugrah Memorial College ,Science,3,Gemini,1.5,"Doubt Solving, Resume Writing",5,-1,Yes,ChatGPT,1,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Reyansh,"Faculty of Management Studies, Manav Rachna International ",Hotel-management,1,"ChatGPT, Gemini, Copilot",3.0,"Exam Prep, Notes",4,3,Yes,Copilot,8,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Ayaan,"Faculty of Management Studies, Manav Rachna International ",Hotel-management,1,"ChatGPT, Gemini, Copilot",3.0,"Exam Prep, Notes",4,3,Yes,Copilot,8,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Krishna,Rajagiri Business School ,Management,3,"ChatGPT, Gemini, Copilot",1.2,Learning new topics,2,-1,No,Copilot,5,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Ishaan,Institute of Rural Management ,Management,3,ChatGPT,4.1,Learning new topics,3,1,No,Other,6,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Rudra,Institute of Rural Management ,Management,3,ChatGPT,4.1,Learning new topics,3,1,No,Other,6,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Dhruv,National Institute of Technology ,Engineering,2,Gemini,3.1,"Assignments, Coding Help",2,2,No,ChatGPT,9,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Kabir,National Institute of Technology ,Engineering,2,Gemini,3.1,"Assignments, Coding Help",2,2,No,ChatGPT,9,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Atharv,National Institute of Technology ,Engineering,2,Gemini,3.1,"Assignments, Coding Help",2,2,No,ChatGPT,9,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Om,National Institute of Technology ,Engineering,2,Gemini,3.1,"Assignments, Coding Help",2,2,No,ChatGPT,9,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Anaya,National Institute of Technology ,Engineering,2,Gemini,3.1,"Assignments, Coding Help",2,2,No,ChatGPT,9,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Siya,National Institute of Technology ,Engineering,2,Gemini,3.1,"Assignments, Coding Help",2,2,No,ChatGPT,9,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Diya,National Institute of Technology ,Engineering,2,Gemini,3.1,"Assignments, Coding Help",2,2,No,ChatGPT,9,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Myra,National Institute of Technology ,Engineering,2,Gemini,3.1,"Assignments, Coding Help",2,2,No,ChatGPT,9,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
